"ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
13707801,"JH561726","12/31/2024 06:30:00 PM","043XX W ARMITAGE AVE","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false",2534,25,26,20,"07",1146952,1912931,2024,"11/02/2025 03:41:09 PM",41.917052891,-87.735529046,"(41.917052891, -87.735529046)"
13709044,"JJ101373","12/31/2024 06:30:00 PM","016XX E 69TH ST","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false",332,3,5,43,"06",1188467,1859563,2024,"11/02/2025 03:41:09 PM",41.769713138,-87.584713848,"(41.769713138, -87.584713848)"
13709412,"JJ101742","12/31/2024 06:10:00 PM","039XX W ROOSEVELT RD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1011,10,24,29,"07",1150342,1894421,2024,"11/02/2025 03:41:09 PM",41.866193999,-87.723557378,"(41.866193999, -87.723557378)"
13707685,"JH561619","12/31/2024 06:09:00 PM","049XX N HARLEM AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",1613,16,41,10,"08B",1127351,1932260,2024,"05/17/2025 03:40:52 PM",41.970446316,-87.807108492,"(41.970446316, -87.807108492)"
13707669,"JH561625","12/31/2024 06:00:00 PM","096XX S EUCLID AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","true",431,4,7,51,"08A",1190864,1841435,2024,"11/02/2025 03:41:09 PM",41.719910675,-87.576512079,"(41.719910675, -87.576512079)"
13708266,"JJ100455","12/31/2024 06:00:00 PM","027XX W 18TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",1023,10,24,29,"08B",1158187,1891274,2024,"11/02/2025 03:41:09 PM",41.857401782,-87.694843522,"(41.857401782, -87.694843522)"
13709111,"JJ101408","12/31/2024 06:00:00 PM","020XX W RACE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1221,12,36,24,"07",1162806,1903748,2024,"11/02/2025 03:41:09 PM",41.891536035,-87.677539275,"(41.891536035, -87.677539275)"
13708144,"JJ100418","12/31/2024 06:00:00 PM","008XX E 45TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",221,2,4,39,"07",1182776,1875358,2024,"11/02/2025 03:41:09 PM",41.813190018,-87.605083852,"(41.813190018, -87.605083852)"
13708377,"JJ100616","12/31/2024 06:00:00 PM","046XX N HAMLIN AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",1723,17,33,14,"06",1150225,1930438,2024,"11/02/2025 03:41:09 PM",41.965030278,-87.723046021,"(41.965030278, -87.723046021)"
13707660,"JH561581","12/31/2024 05:56:00 PM","007XX N HOMAN AVE","031A","ROBBERY","ARMED - HANDGUN","STREET","false","false",1121,11,27,23,"03",1153577,1904769,2024,"05/17/2025 03:40:52 PM",41.894526316,-87.711406056,"(41.894526316, -87.711406056)"
